1,_,是正品,真伪,正面
1,_,勾称白嫩,使用体验,正面
1,_,不错的商品,整体,正面
1,_,勾称白嫩,功效,正面
2,_,不是我喜欢的,整体,负面
2,_,颜色明显,其他,负面
2,_,一眼就看出,整体,负面
3,_,挺细腻,使用体验,正面
3,_,今天才用上,整体,中性
4,_,还行吧,整体,正面
5,_,效果不错,整体,正面
6,_,很细腻,使用体验,正面
6,_,贴合肤色,使用体验,正面
6,_,一下子提亮了肌肤,功效,正面
6,_,很好,整体,正面
7,_,特别好用,整体,正面
7,_,建议购买,整体,正面
7,_,很喜欢,整体,正面
8,_,好评,整体,正面
9,_,购物愉快,整体,正面
9,_,好东西,整体,正面
9,_,第一次买这个护肤品,整体,中性
9,_,还可以,使用体验,中性
10,_,不错,整体,正面
11,_,不错,整体,正面
11,_,没有油腻的感觉,使用体验,正面
11,_,很清爽,使用体验,正面
11,_,水润,使用体验,正面
12,包装,一般,包装,中性
12,_,看着还行,整体,中性
13,_,一般般,整体,中性
14,_,不错,整体,正面
15,物流速度,快,物流,正面
15,包装,包装质量是怎么回事？盖子裂了，还掉了一小块在盒子里，这一点让人很不爽,包装,负面
16,_,没以前的好用,整体,负面
17,发货速度,快,物流,正面
17,_,这样好,整体,正面
18,_,很喜欢,整体,正面
18,_,很好用,使用体验,正面
19,_,很好,整体,正面
19,_,不错,整体,正面
19,_,支持,整体,正面
19,_,给力,整体,正面
19,_,大赞一个,整体,正面
19,_,喜欢,整体,正面
20,_,自然,使用体验,正面
20,_,不油腻,使用体验,正面
21,_,挺好用的,整体,正面
22,_,很适合,使用体验,正面
22,_,晚上用最合适了,使用体验,正面
22,_,会洗的比较干净,使用体验,正面
23,_,很不错,整体,正面
23,_,很贴肤细腻,使用体验,正面
24,_,用着不错,整体,正面
25,_,双11确实比平时优惠,价格,正面
25,_,希望质量能保证,整体,中性
26,_,很好用,整体,正面
26,_,太贵了,价格,负面
26,_,要不然有点干,使用体验,负面
26,_,这天气可以再过一久使用,使用体验,中性
27,_,真心不错,整体,正面
27,_,一直用,使用体验,正面
28,成膜,较慢,使用体验,负面
28,_,油腻,使用体验,负面
28,_,效果一般,整体,负面
29,_,很好用,整体,正面
29,_,很温和,使用体验,正面
29,_,值得入手,整体,正面
30,_,还可以,整体,正面
30,_,刚涂上有些发白,使用体验,负面
30,_,过会儿就自然了,使用体验,正面
31,_,不错,整体,正面
31,_,效果非常好,整体,正面
32,卸妆液,升级过了的,其他,正面
32,卸妆液,比之前的好,整体,正面
32,卸妆,干净,功效,正面
33,_,好用,整体,正面
33,_,很自然,功效,正面
34,_,东西很好，用着不错,整体,正面
34,_,就是快,物流,正面
35,洗面奶,不合适,使用体验,负面
35,_,送了很多东西,整体,正面
36,快递,很快,物流,正面
37,_,很期待效果,功效,正面
37,_,很划算,价格,正面
37,_,速度很快,物流,正面
38,_,很水润,使用体验,正面
38,包装,也不错,包装,正面
38,_,推荐给闺蜜朋友了,整体,正面
39,物流,很快,物流,正面
39,快递小哥,服务很好,服务,正面
39,_,已经试用过,使用体验,中性
39,_,是真的,真伪,正面
40,双十一买的73 120ml,特别划得来,价格,正面
41,_,水水的,使用体验,正面
41,_,很好用,使用体验,正面
